volumen,hidrologia,tiempo,turbinado,vertimiento,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,volumen_siguiente,hidrologia_siguiente,tiempo_siguiente,action,reward
203.93856000000002,0,57,203.93856000000002,0.0,7739.098723404256,83446.21612304743,11016.439249456647,36716.177360995935,131178.8327335,84000.0,14584.473348364787,12775342.004509436,0.0,237502.40480526903,106323.57207176904,391.66848000000005,391.66848000000005,0,58,1.0,-12775342.004509436
391.66848000000005,0,58,391.66848000000005,0.0,14863.108936170214,86948.75525617333,11243.952255964494,36381.77820882268,134574.4857209605,84000.0,30693.547420847215,17608064.226254165,0.0,264131.14207797794,129556.65635701743,433.3392,433.3392,0,59,1.0,-17608064.226254165
433.3392,0,59,433.3392,0.0,16444.437234042554,86270.37463503586,11112.640300029934,36456.29165863506,133839.30659370084,70975.10934073947,0.0,7097510.934073946,0.0,221258.85316848286,87419.54657478203,386.28576,386.28576,0,60,1.0,-7097510.934073946
386.28576,0,60,386.28576,0.0,14658.844468085106,85204.61999868434,10813.929831108317,36624.74911774642,132643.29894753906,84000.0,3675.1413900201587,9502542.417006047,0.0,234977.28480564433,102333.98585810527,654.9984000000001,654.9984000000001,0,61,1.0,-9502542.417006047
654.9984000000001,0,61,654.9984000000001,0.0,24856.002127659576,88086.69888007017,10519.022792061409,36456.39532520748,135062.11699733906,72956.72405042865,0.0,7295672.405042864,0.0,232874.8431754273,97812.72617808823,377.63712,377.63712,0,62,1.0,-7295672.405042864
377.63712,0,62,377.63712,0.0,14330.644255319148,89008.36410817421,10162.96838403011,34108.82822734285,133280.1607195472,71773.37107334053,0.0,7177337.107334053,0.0,219384.17604820686,86104.01532865968,650.03904,650.03904,0,63,1.0,-7177337.107334053
650.03904,0,63,650.03904,0.0,24667.80340425532,89463.04536756715,9972.615210240887,33820.55439699758,133256.2149748056,58153.19218828408,0.0,5815319.218828408,0.0,216077.210567345,82820.9955925394,534.9456,534.9456,0,64,1.0,-5815319.218828408
534.9456,0,64,534.9456,0.0,20300.21595744681,94891.81835942433,9563.104142878781,33635.805140418444,138090.72764272155,48904.19307429434,0.0,4890419.307429434,0.0,207295.1366744627,69204.40903174115,365.35968,365.35968,0,65,1.0,-4890419.307429434
365.35968,0,65,365.35968,0.0,13864.73765957447,94289.04168629115,9295.735461339134,35191.04599428708,138775.82314191735,72716.95852423021,0.0,7271695.852423022,0.0,225357.51932572204,86581.69618380468,578.0678399999999,578.0678399999999,0,66,1.0,-7271695.852423022
578.0678399999999,0,66,578.0678399999999,0.0,21936.626808510635,92626.97625037367,8700.199318007642,35498.240488386815,136825.41605676812,57824.35278438505,0.0,5782435.278438506,0.0,216586.3956496638,79760.97959289569,407.57472,407.57472,0,67,1.0,-5782435.278438506
